# The following table is formatted as tab separated values. 
#GeneName	GeneId	TranscriptId	BioType	variants_impact_HIGH	variants_impact_LOW	variants_impact_MODERATE	variants_impact_MODIFIER	variants_effect_conservative_inframe_deletion	variants_effect_conservative_inframe_insertion	variants_effect_disruptive_inframe_deletion	variants_effect_disruptive_inframe_insertion	variants_effect_downstream_gene_variant	variants_effect_frameshift_variant	variants_effect_initiator_codon_variant	variants_effect_intron_variant	variants_effect_missense_variant	variants_effect_splice_region_variant	variants_effect_start_lost	variants_effect_stop_gained	variants_effect_stop_lost	variants_effect_stop_retained_variant	variants_effect_synonymous_variant	variants_effect_upstream_gene_variant
CLUG_00186	CLUG_00186	CLUT_00186T0	protein_coding	0	7	1	161	0	0	0	0	58	0	0	0	1	0	0	0	0	0	7	103
CLUG_00187	CLUG_00187	CLUT_00187T0	protein_coding	0	4	0	142	0	0	0	0	93	0	0	0	0	0	0	0	0	0	4	49
CLUG_00188	CLUG_00188	CLUT_00188T0	protein_coding	0	0	2	143	0	0	0	0	48	0	0	0	2	0	0	0	0	0	0	95
CLUG_00189	CLUG_00189	CLUT_00189T0	protein_coding	0	5	0	109	0	0	0	0	34	0	0	0	0	0	0	0	0	0	5	75
CLUG_00190	CLUG_00190	CLUT_00190T0	protein_coding	3	2	4	88	0	0	0	0	78	3	0	0	4	0	0	0	0	0	2	10
CLUG_00191	CLUG_00191	CLUT_00191T0	protein_coding	0	0	0	50	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0	49
CLUG_00192	CLUG_00192	CLUT_00192T0	protein_coding	0	0	0	40	0	0	0	0	39	0	0	0	0	0	0	0	0	0	0	1
CLUG_00193	CLUG_00193	CLUT_00193T0	protein_coding	1	0	0	1	0	0	0	0	0	0	0	0	0	0	0	1	0	0	0	1
CLUG_00194	CLUG_00194	CLUT_00194T0	protein_coding	0	0	0	2	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0	1
CLUG_00195	CLUG_00195	CLUT_00195T0	protein_coding	0	0	0	2	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	2
CLUG_00196	CLUG_00196	CLUT_00196T0	protein_coding	0	0	0	3	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0	2
CLUG_00197	CLUG_00197	CLUT_00197T0	protein_coding	1	1	0	1	0	0	0	0	0	1	0	0	0	0	0	0	0	0	1	1
CLUG_00198	CLUG_00198	CLUT_00198T0	protein_coding	0	0	0	3	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0	2
CLUG_00199	CLUG_00199	CLUT_00199T0	protein_coding	0	0	0	2	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0	1
CLUG_00200	CLUG_00200	CLUT_00200T0	protein_coding	0	0	0	2	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0	1
CLUG_00201	CLUG_00201	CLUT_00201T0	protein_coding	0	0	0	2	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0	1
CLUG_00202	CLUG_00202	CLUT_00202T0	protein_coding	0	0	0	2	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0	1
CLUG_00203	CLUG_00203	CLUT_00203T0	protein_coding	0	0	0	2	0	0	0	0	2	0	0	0	0	0	0	0	0	0	0	0
CLUG_00204	CLUG_00204	CLUT_00204T0	protein_coding	0	0	0	3	0	0	0	0	2	0	0	0	0	0	0	0	0	0	0	1
CLUG_00205	CLUG_00205	CLUT_00205T0	protein_coding	0	0	1	2	0	0	0	0	1	0	0	0	1	0	0	0	0	0	0	1
CLUG_00206	CLUG_00206	CLUT_00206T0	protein_coding	0	0	0	3	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0	2
CLUG_00207	CLUG_00207	CLUT_00207T0	protein_coding	0	0	0	11	0	0	0	0	9	0	0	0	0	0	0	0	0	0	0	2
CLUG_00208	CLUG_00208	CLUT_00208T0	protein_coding	0	0	1	116	0	0	0	0	116	0	0	0	1	0	0	0	0	0	0	0
CLUG_00209	CLUG_00209	CLUT_00209T0	protein_coding	0	12	2	134	0	0	0	0	125	0	0	0	2	0	0	0	0	0	12	9
CLUG_00210	CLUG_00210	CLUT_00210T0	protein_coding	0	28	15	200	0	0	0	0	134	0	0	0	15	0	0	0	0	0	28	66
CLUG_00211	CLUG_00211	CLUT_00211T0	protein_coding	0	42	5	269	0	0	0	1	153	0	0	0	4	0	0	0	0	0	42	116
CLUG_00212	CLUG_00212	CLUT_00212T0	protein_coding	2	33	6	261	0	0	0	0	146	2	0	0	6	0	0	0	0	0	33	115
CLUG_00213	CLUG_00213	CLUT_00213T0	protein_coding	0	22	9	272	0	0	0	0	137	0	0	0	9	0	0	0	0	0	22	135
CLUG_00214	CLUG_00214	CLUT_00214T0	protein_coding	3	35	15	278	0	0	0	1	135	0	0	0	15	0	0	3	0	0	35	143
CLUG_00215	CLUG_00215	CLUT_00215T0	protein_coding	0	13	0	306	0	0	0	0	158	0	0	0	0	0	0	0	0	0	13	148
CLUG_00216	CLUG_00216	CLUT_00216T0	protein_coding	0	18	7	268	1	1	0	0	136	0	0	0	5	0	0	0	0	0	18	132
CLUG_00217	CLUG_00217	CLUT_00217T0	protein_coding	0	11	6	255	0	0	0	0	128	0	0	0	6	0	0	0	0	0	11	127
CLUG_00218	CLUG_00218	CLUT_00218T0	protein_coding	1	11	3	248	0	0	0	0	126	1	0	0	3	0	0	0	0	0	11	122
CLUG_00219	CLUG_00219	CLUT_00219T0	protein_coding	1	40	13	268	0	0	0	0	156	1	0	0	13	0	0	0	0	0	40	112
CLUG_00220	CLUG_00220	CLUT_00220T0	protein_coding	2	35	6	231	0	0	0	0	124	2	0	0	6	0	0	0	0	0	35	107
CLUG_00221	CLUG_00221	CLUT_00221T0	protein_coding	0	32	17	258	0	0	1	0	140	0	0	0	16	0	0	0	0	0	32	118
CLUG_00222	CLUG_00222	CLUT_00222T0	protein_coding	0	12	5	223	0	0	1	0	114	0	0	0	4	0	0	0	0	0	12	109
CLUG_00223	CLUG_00223	CLUT_00223T0	protein_coding	0	14	1	243	0	0	0	0	109	0	0	0	1	0	0	0	0	0	14	134
CLUG_00224	CLUG_00224	CLUT_00224T0	protein_coding	1	13	2	232	0	0	0	0	113	0	0	0	2	0	1	0	0	0	13	119
CLUG_00225	CLUG_00225	CLUT_00225T0	protein_coding	0	19	0	241	0	0	0	0	101	0	0	0	0	0	0	0	0	0	19	140
CLUG_00226	CLUG_00226	CLUT_00226T0	protein_coding	0	6	1	255	0	0	0	0	121	0	0	0	1	0	0	0	0	0	6	134
CLUG_00227	CLUG_00227	CLUT_00227T0	protein_coding	0	22	6	238	0	0	0	0	127	0	0	0	6	0	0	0	0	0	22	111
CLUG_00228	CLUG_00228	CLUT_00228T0	protein_coding	0	5	2	232	0	0	0	0	129	0	0	0	2	0	0	0	0	0	5	103
CLUG_00229	CLUG_00229	CLUT_00229T0	protein_coding	0	5	0	243	0	0	0	0	101	0	0	0	0	0	0	0	0	0	5	142
CLUG_00230	CLUG_00230	CLUT_00230T0	protein_coding	0	20	26	267	0	0	0	0	99	0	0	0	26	0	0	0	0	0	20	168
CLUG_00231	CLUG_00231	CLUT_00231T0	protein_coding	0	13	0	280	0	0	0	0	168	0	0	0	0	0	0	0	0	0	13	112
CLUG_00232	CLUG_00232	CLUT_00232T0	protein_coding	0	4	0	294	0	0	0	0	132	0	0	0	0	0	0	0	0	0	4	162
CLUG_00233	CLUG_00233	CLUT_00233T0	protein_coding	0	16	2	321	0	0	0	0	136	0	0	0	2	0	0	0	0	0	16	185
CLUG_00234	CLUG_00234	CLUT_00234T0	protein_coding	0	40	4	326	0	0	0	0	167	0	0	0	4	0	0	0	0	0	40	159
CLUG_00235	CLUG_00235	CLUT_00235T0	protein_coding	7	24	4	311	0	0	0	0	124	7	0	0	4	0	0	0	0	0	24	187
CLUG_00236	CLUG_00236	CLUT_00236T0	protein_coding	6	2	18	308	0	0	0	0	185	6	0	0	18	0	0	0	0	0	2	123
CLUG_00237	CLUG_00237	CLUT_00237T0	protein_coding	0	11	3	297	0	0	0	0	173	0	0	0	3	0	0	0	0	0	11	124
CLUG_00238	CLUG_00238	CLUT_00238T0	protein_coding	2	22	3	286	0	1	0	0	121	2	0	0	2	0	0	0	0	0	22	165
CLUG_00239	CLUG_00239	CLUT_00239T0	protein_coding	1	15	2	284	0	0	0	0	126	1	0	0	2	0	0	0	0	0	15	158
CLUG_00240	CLUG_00240	CLUT_00240T0	protein_coding	11	9	22	300	1	1	2	0	158	10	0	0	18	1	1	0	0	1	8	142
CLUG_00241	CLUG_00241	CLUT_00241T0	protein_coding	3	5	8	313	0	0	0	1	134	2	0	0	7	1	0	0	1	0	5	179
CLUG_00242	CLUG_00242	CLUT_00242T0	protein_coding	0	18	13	300	0	0	0	0	128	0	0	0	13	0	0	0	0	0	18	172
CLUG_00243	CLUG_00243	CLUT_00243T0	protein_coding	0	5	0	278	0	0	0	0	96	0	0	0	0	0	0	0	0	0	5	182
CLUG_00244	CLUG_00244	CLUT_00244T0	protein_coding	0	21	1	274	0	0	0	0	179	0	0	0	1	0	0	0	0	0	21	95
CLUG_00245	CLUG_00245	CLUT_00245T0	protein_coding	0	21	1	255	0	0	0	1	115	0	0	0	0	0	0	0	0	0	21	140
CLUG_00246	CLUG_00246	CLUT_00246T0	protein_coding	0	8	1	226	0	0	0	0	88	0	0	0	1	0	0	0	0	0	8	138
CLUG_00247	CLUG_00247	CLUT_00247T0	protein_coding	0	20	3	238	0	0	0	0	119	0	0	0	3	0	0	0	0	0	20	119
CLUG_00248	CLUG_00248	CLUT_00248T0	protein_coding	0	19	2	265	0	0	0	0	133	0	0	0	2	0	0	0	0	0	19	132
CLUG_00249	CLUG_00249	CLUT_00249T0	protein_coding	0	26	4	232	0	0	0	0	113	0	0	0	4	0	0	0	0	0	26	119
CLUG_00250	CLUG_00250	CLUT_00250T0	protein_coding	2	16	2	245	0	0	0	0	124	2	0	0	2	0	0	0	0	0	16	121
CLUG_00251	CLUG_00251	CLUT_00251T0	protein_coding	0	14	13	250	0	0	0	0	117	0	0	0	13	0	0	0	0	0	14	133
CLUG_00252	CLUG_00252	CLUT_00252T0	protein_coding	1	19	3	245	0	0	0	1	126	1	0	0	2	0	0	0	0	0	19	119
CLUG_00253	CLUG_00253	CLUT_00253T0	protein_coding	1	40	15	230	0	0	0	0	127	1	0	0	15	1	0	0	1	0	40	103
CLUG_00254	CLUG_00254	CLUT_00254T0	protein_coding	0	6	3	236	0	0	0	0	108	0	0	0	3	0	0	0	0	0	6	128
CLUG_00255	CLUG_00255	CLUT_00255T0	protein_coding	2	13	16	216	0	0	0	0	101	2	0	0	16	0	0	0	0	0	13	115
CLUG_00256	CLUG_00256	CLUT_00256T0	protein_coding	0	18	3	223	0	0	0	0	104	0	0	0	3	0	0	0	0	0	18	119
CLUG_00257	CLUG_00257	CLUT_00257T0	protein_coding	2	3	8	222	0	0	0	0	113	1	0	0	8	0	0	1	0	0	3	109
CLUG_00258	CLUG_00258	CLUT_00258T0	protein_coding	0	22	3	209	0	0	0	0	90	0	0	0	3	0	0	0	0	0	22	119
CLUG_00259	CLUG_00259	CLUT_00259T0	protein_coding	0	22	2	173	0	0	0	0	71	0	0	0	2	0	0	0	0	0	22	102
CLUG_00260	CLUG_00260	CLUT_00260T0	protein_coding	4	19	21	199	0	1	0	1	88	4	0	0	19	0	0	0	0	0	19	111
CLUG_00261	CLUG_00261	CLUT_00261T0	protein_coding	0	21	15	167	0	0	0	1	92	0	0	0	14	0	0	0	0	0	21	75
CLUG_00262	CLUG_00262	CLUT_00262T0	protein_coding	0	15	10	139	0	0	0	0	72	0	0	0	10	0	0	0	0	0	15	67
CLUG_00263	CLUG_00263	CLUT_00263T0	protein_coding	0	5	4	158	0	0	0	0	87	0	0	0	4	0	0	0	0	0	5	71
CLUG_00264	CLUG_00264	CLUT_00264T0	protein_coding	0	5	4	149	0	0	0	0	57	0	0	0	4	0	0	0	0	0	5	92
CLUG_00265	CLUG_00265	CLUT_00265T0	protein_coding	0	4	2	138	0	0	0	0	64	0	0	0	2	0	0	0	0	0	4	74
CLUG_00266	CLUG_00266	CLUT_00266T0	protein_coding	0	20	1	165	0	0	0	0	99	0	0	0	1	0	0	0	0	0	20	66
CLUG_00267	CLUG_00267	CLUT_00267T0	protein_coding	0	17	2	128	1	0	0	0	46	0	0	0	1	0	0	0	0	0	17	82
CLUG_00268	CLUG_00268	CLUT_00268T0	protein_coding	0	2	1	135	0	0	0	0	66	0	0	0	1	0	0	0	0	0	2	69
CLUG_00269	CLUG_00269	CLUT_00269T0	protein_coding	0	37	9	110	0	0	0	0	43	0	0	0	9	0	0	0	0	0	37	67
CLUG_00270	CLUG_00270	CLUT_00270T0	protein_coding	0	5	4	137	0	0	0	0	39	0	0	0	4	0	0	0	0	0	5	98
CLUG_00271	CLUG_00271	CLUT_00271T0	protein_coding	0	0	0	149	0	0	0	0	91	0	0	0	0	0	0	0	0	0	0	58
CLUG_00272	CLUG_00272	CLUT_00272T0	protein_coding	0	12	1	116	0	0	0	0	50	0	0	0	1	0	0	0	0	0	12	66
CLUG_00273	CLUG_00273	CLUT_00273T0	protein_coding	0	5	0	115	0	0	0	0	64	0	0	0	0	0	0	0	0	0	5	51
CLUG_00274	CLUG_00274	CLUT_00274T0	protein_coding	0	1	4	102	0	0	0	0	66	0	0	0	4	0	0	0	0	0	1	36
CLUG_00275	CLUG_00275	CLUT_00275T0	protein_coding	1	1	4	109	0	0	0	0	64	1	0	0	4	0	0	0	0	0	1	45
CLUG_00276	CLUG_00276	CLUT_00276T0	protein_coding	0	5	2	117	0	0	0	0	51	0	0	0	2	0	0	0	0	0	5	66
CLUG_00277	CLUG_00277	CLUT_00277T0	protein_coding	0	20	3	105	0	0	0	0	50	0	0	0	3	0	0	0	0	0	20	55
CLUG_00278	CLUG_00278	CLUT_00278T0	protein_coding	0	2	0	114	0	0	0	0	52	0	0	0	0	0	0	0	0	0	2	62
CLUG_00279	CLUG_00279	CLUT_00279T0	protein_coding	0	0	1	111	0	0	0	0	51	0	0	0	1	0	0	0	0	0	0	60
CLUG_00280	CLUG_00280	CLUT_00280T0	protein_coding	0	8	0	103	0	0	0	0	53	0	0	0	0	0	0	0	0	0	8	50
CLUG_00281	CLUG_00281	CLUT_00281T0	protein_coding	6	14	12	86	0	1	1	0	33	6	0	0	10	0	0	1	0	0	14	53
CLUG_00282	CLUG_00282	CLUT_00282T0	protein_coding	0	7	0	110	0	0	0	0	60	0	0	0	0	0	0	0	0	0	7	50
CLUG_00283	CLUG_00283	CLUT_00283T0	protein_coding	0	6	0	105	0	0	0	0	59	0	0	0	0	0	0	0	0	0	6	46
CLUG_00284	CLUG_00284	CLUT_00284T0	protein_coding	1	3	3	94	0	0	0	0	51	1	0	0	3	0	0	0	0	0	3	43
CLUG_00285	CLUG_00285	CLUT_00285T0	protein_coding	0	5	2	97	0	0	0	0	52	0	0	0	2	0	0	0	0	0	5	45
CLUG_00286	CLUG_00286	CLUT_00286T0	protein_coding	0	5	1	74	0	0	0	0	41	0	0	0	1	0	0	0	0	0	5	33
CLUG_00287	CLUG_00287	CLUT_00287T0	protein_coding	0	3	0	84	0	0	0	0	36	0	0	0	0	0	0	0	0	0	3	48
CLUG_00288	CLUG_00288	CLUT_00288T0	protein_coding	0	5	3	74	0	0	0	0	29	0	0	0	3	0	0	0	0	0	5	45
CLUG_00289	CLUG_00289	CLUT_00289T0	protein_coding	0	1	1	55	0	0	0	0	28	0	0	0	1	0	0	0	0	0	1	27
CLUG_00290	CLUG_00290	CLUT_00290T0	protein_coding	1	3	13	31	0	0	0	2	21	1	0	0	11	0	0	0	0	0	3	10
CLUG_00291	CLUG_00291	CLUT_00291T0	protein_coding	4	0	1	40	0	0	0	0	5	4	0	0	1	1	0	0	1	0	0	35
CLUG_00292	CLUG_00292	CLUT_00292T0	protein_coding	0	0	0	30	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	30
CLUG_00293	CLUG_00293	CLUT_00293T0	protein_coding	0	0	0	29	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0	28
CLUG_00294	CLUG_00294	CLUT_00294T0	protein_coding	0	0	0	11	0	0	0	0	2	0	0	0	0	0	0	0	0	0	0	9
CLUG_00295	CLUG_00295	CLUT_00295T0	protein_coding	0	0	0	18	0	0	0	0	9	0	0	0	0	0	0	0	0	0	0	9
CLUG_00296	CLUG_00296	CLUT_00296T0	protein_coding	0	1	1	130	0	0	0	0	0	0	0	0	1	0	0	0	0	0	1	130
CLUG_00297	CLUG_00297	CLUT_00297T0	protein_coding	0	15	9	109	0	0	0	0	7	0	0	0	9	0	0	0	0	0	15	102
CLUG_00298	CLUG_00298	CLUT_00298T0	protein_coding	0	21	3	109	0	0	0	0	52	0	0	0	3	0	0	0	0	0	21	57
CLUG_00299	CLUG_00299	CLUT_00299T0	protein_coding	3	2	1	126	0	0	0	0	80	2	0	0	1	0	1	0	0	0	2	46
CLUG_00300	CLUG_00300	CLUT_00300T0	protein_coding	0	1	0	129	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	129
CLUG_00301	CLUG_00301	CLUT_00301T0	protein_coding	0	0	0	92	0	0	0	0	90	0	0	0	0	0	0	0	0	0	0	2
CLUG_00302	CLUG_00302	CLUT_00302T0	protein_coding	0	0	0	62	0	0	0	0	2	0	0	0	0	0	0	0	0	0	0	60
CLUG_00303	CLUG_00303	CLUT_00303T0	protein_coding	1	0	0	1	0	0	0	0	1	1	0	0	0	0	0	0	0	0	0	0
CLUG_00304	CLUG_00304	CLUT_00304T0	protein_coding	0	0	0	2	0	0	0	0	2	0	0	0	0	0	0	0	0	0	0	0
CLUG_00305	CLUG_00305	CLUT_00305T0	protein_coding	0	0	0	25	0	0	0	0	2	0	0	0	0	0	0	0	0	0	0	23
CLUG_00306	CLUG_00306	CLUT_00306T0	protein_coding	0	0	0	61	0	0	0	0	61	0	0	0	0	0	0	0	0	0	0	0
CLUG_00307	CLUG_00307	CLUT_00307T0	protein_coding	0	0	0	87	0	0	0	0	87	0	0	0	0	0	0	0	0	0	0	0
CLUG_00308	CLUG_00308	CLUT_00308T0	protein_coding	0	0	0	105	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	105
CLUG_00309	CLUG_00309	CLUT_00309T0	protein_coding	4	16	6	131	0	0	0	0	22	3	0	0	6	0	0	1	0	0	16	109
CLUG_00310	CLUG_00310	CLUT_00310T0	protein_coding	1	4	6	195	0	0	0	0	127	1	0	0	6	0	0	0	0	0	4	68
CLUG_00311	CLUG_00311	CLUT_00311T0	protein_coding	0	26	16	215	1	0	0	0	129	0	0	0	15	0	0	0	0	0	26	86
CLUG_00312	CLUG_00312	CLUT_00312T0	protein_coding	0	13	13	243	0	0	0	0	114	0	0	0	13	0	0	0	0	0	13	129
CLUG_00313	CLUG_00313	CLUT_00313T0	protein_coding	0	25	2	230	0	0	0	0	133	0	0	0	2	0	0	0	0	0	25	97
CLUG_00314	CLUG_00314	CLUT_00314T0	protein_coding	0	35	2	244	0	0	0	0	120	0	0	0	2	0	0	0	0	0	35	124
CLUG_00315	CLUG_00315	CLUT_00315T0	protein_coding	0	12	1	224	0	0	0	0	85	0	0	0	1	0	0	0	0	0	12	139
CLUG_00316	CLUG_00316	CLUT_00316T0	protein_coding	0	20	2	214	0	0	0	0	124	0	0	0	2	0	0	0	0	0	20	90
CLUG_00317	CLUG_00317	CLUT_00317T0	protein_coding	2	107	18	293	0	0	0	0	124	2	0	0	18	0	0	0	0	0	107	169
CLUG_00318	CLUG_00318	CLUT_00318T0	protein_coding	5	13	9	287	0	0	1	1	144	5	0	0	7	0	0	0	0	0	13	143
CLUG_00319	CLUG_00319	CLUT_00319T0	protein_coding	0	21	11	300	0	0	0	0	163	0	0	0	11	0	0	0	0	0	21	137
CLUG_00320	CLUG_00320	CLUT_00320T0	protein_coding	0	34	13	295	0	0	0	0	121	0	0	0	13	0	0	0	0	0	34	174
CLUG_00321	CLUG_00321	CLUT_00321T0	protein_coding	0	14	2	227	0	0	0	0	89	0	0	0	2	0	0	0	0	0	14	138
CLUG_00322	CLUG_00322	CLUT_00322T0	protein_coding	0	28	5	220	0	0	0	0	136	0	0	0	5	0	0	0	0	0	28	84
CLUG_00323	CLUG_00323	CLUT_00323T0	protein_coding	0	19	2	227	0	0	0	0	117	0	0	0	2	0	0	0	0	0	19	110
CLUG_00324	CLUG_00324	CLUT_00324T0	protein_coding	0	11	8	187	0	0	0	0	86	0	0	0	8	0	0	0	0	0	11	101
CLUG_00325	CLUG_00325	CLUT_00325T0	protein_coding	2	2	13	181	0	0	0	0	77	1	0	0	13	0	0	1	0	0	2	104
CLUG_00326	CLUG_00326	CLUT_00326T0	protein_coding	0	14	2	179	0	0	0	0	101	0	0	0	2	0	0	0	0	0	14	78
CLUG_00327	CLUG_00327	CLUT_00327T0	protein_coding	0	33	14	191	0	0	0	0	114	0	0	0	14	0	0	0	0	0	33	77
CLUG_00328	CLUG_00328	CLUT_00328T0	protein_coding	0	12	11	201	0	0	0	0	100	0	0	0	11	0	0	0	0	0	12	101
CLUG_00329	CLUG_00329	CLUT_00329T0	protein_coding	0	10	3	187	0	0	0	0	113	0	0	0	3	0	0	0	0	0	10	74
CLUG_00330	CLUG_00330	CLUT_00330T0	protein_coding	0	46	16	179	0	0	0	0	79	0	0	0	16	0	0	0	0	0	46	100
CLUG_00331	CLUG_00331	CLUT_00331T0	protein_coding	0	47	14	233	0	0	1	0	115	0	0	0	13	0	0	0	0	0	47	118
CLUG_00332	CLUG_00332	CLUT_00332T0	protein_coding	0	10	1	199	0	0	0	0	102	0	0	0	1	0	0	0	0	0	10	97
CLUG_00333	CLUG_00333	CLUT_00333T0	protein_coding	0	24	1	179	0	0	0	0	100	0	0	0	1	0	0	0	0	0	24	79
CLUG_00334	CLUG_00334	CLUT_00334T0	protein_coding	0	7	4	199	0	0	0	0	70	0	0	0	4	0	0	0	0	0	7	129
CLUG_00335	CLUG_00335	CLUT_00335T0	protein_coding	2	43	1	194	0	0	0	0	76	2	0	0	1	0	0	0	0	0	43	118
CLUG_00336	CLUG_00336	CLUT_00336T0	protein_coding	0	4	0	169	0	0	0	0	89	0	0	0	0	0	0	0	0	0	4	80
CLUG_00337	CLUG_00337	CLUT_00337T0	protein_coding	0	2	0	156	0	0	0	0	84	0	0	0	0	0	0	0	0	0	2	72
CLUG_00338	CLUG_00338	CLUT_00338T0	protein_coding	0	22	1	155	0	0	0	0	69	0	0	0	1	0	0	0	0	0	22	86
CLUG_00339	CLUG_00339	CLUT_00339T0	protein_coding	0	15	7	202	0	0	0	0	124	0	0	0	7	0	0	0	0	0	15	78
CLUG_00340	CLUG_00340	CLUT_00340T0	protein_coding	0	2	2	229	0	0	0	0	80	0	0	0	2	0	0	0	0	0	2	149
CLUG_00341	CLUG_00341	CLUT_00341T0	protein_coding	0	26	13	255	0	0	0	0	159	0	0	0	13	0	0	0	0	0	26	96
CLUG_00342	CLUG_00342	CLUT_00342T0	protein_coding	0	19	1	249	0	0	0	0	131	0	0	0	1	0	0	0	0	0	19	118
CLUG_00343	CLUG_00343	CLUT_00343T0	protein_coding	0	28	11	249	0	0	0	0	149	0	0	0	11	0	0	0	0	0	28	100
CLUG_00344	CLUG_00344	CLUT_00344T0	protein_coding	0	17	5	276	0	0	0	0	102	0	0	0	5	0	0	0	0	0	17	174
CLUG_00345	CLUG_00345	CLUT_00345T0	protein_coding	0	5	0	262	0	0	0	0	159	0	0	0	0	0	0	0	0	0	5	103
CLUG_00346	CLUG_00346	CLUT_00346T0	protein_coding	0	30	13	222	0	0	0	0	133	0	0	0	13	0	0	0	0	0	30	89
CLUG_00347	CLUG_00347	CLUT_00347T0	protein_coding	0	33	3	138	0	0	0	0	37	0	0	0	3	0	0	0	0	0	33	101
CLUG_00348	CLUG_00348	CLUT_00348T0	protein_coding	0	8	3	145	0	0	0	0	96	0	0	0	3	0	0	0	0	0	8	49
CLUG_00349	CLUG_00349	CLUT_00349T0	protein_coding	0	5	2	168	0	0	0	0	81	0	0	0	2	0	0	0	0	0	5	87
CLUG_00350	CLUG_00350	CLUT_00350T0	protein_coding	0	8	0	162	0	0	0	0	53	0	0	0	0	0	0	0	0	0	8	109
CLUG_00351	CLUG_00351	CLUT_00351T0	protein_coding	0	12	3	126	0	0	0	0	81	0	0	0	3	0	0	0	0	0	12	45
CLUG_00352	CLUG_00352	CLUT_00352T0	protein_coding	0	25	0	151	0	0	0	0	75	0	0	0	0	0	0	0	0	0	25	76
CLUG_00353	CLUG_00353	CLUT_00353T0	protein_coding	0	0	1	171	0	0	0	0	69	0	0	0	1	0	0	0	0	0	0	102
CLUG_00354	CLUG_00354	CLUT_00354T0	protein_coding	0	0	1	163	0	0	0	0	90	0	0	0	1	0	0	0	0	0	0	73
CLUG_00355	CLUG_00355	CLUT_00355T0	protein_coding	1	0	10	141	0	0	0	0	68	0	0	0	10	0	0	1	0	0	0	73
CLUG_00356	CLUG_00356	CLUT_00356T0	protein_coding	0	16	4	141	0	0	0	0	68	0	0	0	4	0	0	0	0	0	16	73
CLUG_00357	CLUG_00357	CLUT_00357T0	protein_coding	1	15	1	200	0	0	0	0	131	1	0	0	1	1	0	0	1	0	15	69
CLUG_00358	CLUG_00358	CLUT_00358T0	protein_coding	2	0	7	195	0	0	0	0	86	1	0	0	7	0	0	1	0	0	0	109
CLUG_00359	CLUG_00359	CLUT_00359T0	protein_coding	1	7	1	197	0	0	0	0	111	1	0	0	1	0	0	0	0	0	7	86
CLUG_00360	CLUG_00360	CLUT_00360T0	protein_coding	1	0	0	208	0	0	0	0	117	1	0	0	0	0	0	0	0	0	0	91
CLUG_00361	CLUG_00361	CLUT_00361T0	protein_coding	0	8	1	171	0	0	0	0	49	0	0	0	1	0	0	0	0	0	8	122
CLUG_00362	CLUG_00362	CLUT_00362T0	protein_coding	1	0	7	140	0	0	0	0	30	1	0	0	7	0	0	0	0	0	0	110
CLUG_00363	CLUG_00363	CLUT_00363T0	protein_coding	0	6	1	141	0	0	0	0	111	0	0	0	1	0	0	0	0	0	6	30
CLUG_00364	CLUG_00364	CLUT_00364T0	protein_coding	1	7	1	132	0	0	0	0	27	1	0	0	1	0	0	0	0	0	7	105
CLUG_00365	CLUG_00365	CLUT_00365T0	protein_coding	1	5	3	126	0	0	0	0	22	1	0	0	3	0	0	0	0	0	5	104
CLUG_00366	CLUG_00366	CLUT_00366T0	protein_coding	0	0	0	98	0	0	0	0	92	0	0	0	0	0	0	0	0	0	0	6
CLUG_00367	CLUG_00367	CLUT_00367T0	protein_coding	0	0	1	128	0	0	0	0	53	0	0	0	1	0	0	0	0	0	0	75
CLUG_00368	CLUG_00368	CLUT_00368T0	protein_coding	0	17	2	87	0	0	0	0	35	0	0	0	2	0	0	0	0	0	17	52
CLUG_00369	CLUG_00369	CLUT_00369T0	protein_coding	0	1	0	138	0	0	0	0	72	0	0	0	0	0	0	0	0	0	1	66
CLUG_00370	CLUG_00370	CLUT_00370T0	protein_coding	0	3	1	189	0	0	0	0	114	0	0	0	1	0	0	0	0	0	3	75
CLUG_00371	CLUG_00371	CLUT_00371T0	protein_coding	0	0	2	166	0	0	0	0	120	0	0	0	2	0	0	0	0	0	0	46
CLUG_00372	CLUG_00372	CLUT_00372T0	protein_coding	0	13	0	161	0	0	0	0	54	0	0	0	0	0	0	0	0	0	13	107
CLUG_00373	CLUG_00373	CLUT_00373T0	protein_coding	0	35	18	214	0	0	0	0	97	0	0	0	18	0	0	0	0	0	35	117
CLUG_00374	CLUG_00374	CLUT_00374T0	protein_coding	0	27	3	245	0	0	0	0	148	0	0	0	3	0	0	0	0	0	27	97
